CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Telangana Circle,Hyderabad Region,Nizamabad Division,Nallur B.O,503218,BO,Delivery,NIZAMABAD,TELANGANA,18.886535,78.348665
Telangana Circle,Hyderabad Region,Nizamabad Division,Ranjarla B.O,503218,BO,Delivery,NIZAMABAD,TELANGANA,18.886535,78.348665
Telangana Circle,Hyderabad Region,Nizamabad Division,Shetpalli B.O,503218,BO,Delivery,NIZAMABAD,TELANGANA,18.886535,78.348665
Telangana Circle,Hyderabad Region,Nizamabad Division,Vempalli B.O,503218,BO,Delivery,NIZAMABAD,TELANGANA,18.886535,78.348665
Telangana Circle,Hyderabad Region,Nizamabad Division,Waddiyat B.O,503225,BO,Delivery,NIZAMABAD,TELANGANA,18.8040573,78.495091
Telangana Circle,Hyderabad Region,Nizamabad Division,Sunket B.O,503225,BO,Delivery,NIZAMABAD,TELANGANA,18.7879189,78.4292248
Telangana Circle,Hyderabad Region,Nizamabad Division,Noothpalli B.O,503212,BO,Delivery,NIZAMABAD,TELANGANA,18.8770061,78.1479245
Telangana Circle,Hyderabad Region,Nizamabad Division,Shapur B.O,503212,BO,Delivery,NIZAMABAD,TELANGANA,18.896692,78.1701426
Telangana Circle,Hyderabad Region,Nizamabad Division,Mendora B.O,503219,BO,Delivery,NIZAMABAD,TELANGANA,18.9517016,78.4019283
Telangana Circle,Hyderabad Region,Nizamabad Division,Savel B.O,503219,BO,Delivery,NIZAMABAD,TELANGANA,18.95422,78.4311616
Telangana Circle,Hyderabad Region,Nizamabad Division,Velgatur B.O,503219,BO,Delivery,NIZAMABAD,TELANGANA,18.9250916,78.3424533
Telangana Circle,Hyderabad Region,Nizamabad Division,Ankapoor B.O,503223,BO,Delivery,NIZAMABAD,TELANGANA,18.7953016,78.2856416
Telangana Circle,Hyderabad Region,Nizamabad Division,Argul B.O,503223,BO,Delivery,NIZAMABAD,TELANGANA,18.7953016,78.2856416
Telangana Circle,Hyderabad Region,Nizamabad Division,Konapur B.O,503187,BO,Delivery,KAMAREDDY,TELANGANA,18.4081368,77.9770209
Telangana Circle,Hyderabad Region,Nizamabad Division,Mudholi B.O,503187,BO,Delivery,KAMAREDDY,TELANGANA,18.3526709,77.9716259
Telangana Circle,Hyderabad Region,Nalgonda Division,Podiched B.O,508277,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3697382,79.2733169
Telangana Circle,Hyderabad Region,Nalgonda Division,Veldevi B.O,508277,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4512,79.2154
Telangana Circle,Hyderabad Region,Nalgonda Division,Vankamamidi B.O,508284,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3454,78.8241
Telangana Circle,Hyderabad Region,Nalgonda Division,Inderial B.O,508284,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3454,78.8241
Telangana Circle,Hyderabad Region,Nalgonda Division,Julur B.O,508284,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3454,78.8241
Telangana Circle,Hyderabad Region,Nalgonda Division,Pillayipalli B.O,508284,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3454,78.8241
Telangana Circle,Hyderabad Region,Nalgonda Division,Chirragudur B.O,508277,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4472943,79.4012938
Telangana Circle,Hyderabad Region,Nalgonda Division,Gattusingaram B.O,508277,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4639451,79.2640428
Telangana Circle,Hyderabad Region,Nalgonda Division,Govindapuram B.O,508277,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3868785,79.3726135
Telangana Circle,Hyderabad Region,Khammam Division,Papatpalli B.O,507003,BO,Delivery,KHAMMAM,TELANGANA,17.2472628,80.1514347
Telangana Circle,Hyderabad Region,Khammam Division,Seetharampuram B.O,507003,BO,Delivery,KHAMMAM,TELANGANA,17.6904,80.9139
Telangana Circle,Hyderabad Region,Khammam Division,Tangampadu B.O,507003,BO,Delivery,KHAMMAM,TELANGANA,17.2338432,80.0584443
Telangana Circle,Hyderabad Region,Peddapalli Division,Mutharam B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.5458702,80.0374738
Telangana Circle,Hyderabad Region,Peddapalli Division,Annaram B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.8412997,79.8721456
Telangana Circle,Hyderabad Region,Peddapalli Division,Bayyaram B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.5945144,79.9365172
Telangana Circle,Hyderabad Region,Peddapalli Division,Chintakani B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.6121922,79.9174105
Telangana Circle,Hyderabad Region,Peddapalli Division,Borlagudem B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.48153,80.1273466
Telangana Circle,Hyderabad Region,Peddapalli Division,Rudraram B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.6241002,79.9383177
Telangana Circle,Hyderabad Region,Khammam Division,Korlagudem B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.21331,80.59505
Telangana Circle,Hyderabad Region,Khammam Division,Mucharam B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.200008,80.549992
Telangana Circle,Hyderabad Region,Khammam Division,Muthagudem B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.21331,80.59505
Telangana Circle,Hyderabad Region,Khammam Division,Tallapenta B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.20001,80.54999
Telangana Circle,Hyderabad Region,Khammam Division,Challasamudram B.O,507122,BO,Delivery,KHAMMAM,TELANGANA,17.4827,80.30275
Telangana Circle,Hyderabad Region,Khammam Division,Budidampad B.O,507182,BO,Delivery,KHAMMAM,TELANGANA,17.78361,81.0833
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,HARSHAGUDA B.O,501359,BO,Delivery,RANGA REDDY,TELANGANA,17.2038,78.4381
Telangana Circle,Hyderabad Region,Hanamkonda Division,Kondai B.O,506165,BO,Delivery,Mulugu,TELANGANA,18.3389584,80.4302
Telangana Circle,Hyderabad Region,Hanamkonda Division,Katrapalli B.O,506349,BO,Delivery,WARANGAL RURAL,TELANGANA,18.1319699,79.7826973
Telangana Circle,Hyderabad Region,Nalgonda Division,Chandupatla B.O,508286,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.506115,78.9802283
Telangana Circle,Hyderabad Region,Nalgonda Division,Chinakandukur B.O,508286,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.6019183,79.0159983
Telangana Circle,Hyderabad Region,Nalgonda Division,Veeravally B.O,508286,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4859416,79.00811
Telangana Circle,Hyderabad Region,Nalgonda Division,Yadagirigutta B.O,508115,BO,Non Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.5895583,78.9442533
Telangana Circle,Hyderabad Region,Nalgonda Division,Datarpalli B.O,508115,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.5931983,78.8977066
Telangana Circle,Hyderabad Region,Nalgonda Division,Kacharam B.O,508115,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.6540916,78.9918
Telangana Circle,Hyderabad Region,Nizamabad Division,Pochampadu LF B.O,503219,BO,Delivery,Nirmal,TELANGANA,18.9250916,78.4309249
Telangana Circle,Hyderabad Region,Nalgonda Division,Vasalmari B.O,508115,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.671675,78.8118416
Telangana Circle,Hyderabad Region,Nalgonda Division,Venkatpuram B.O,508115,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.6438299,78.86782
Telangana Circle,Hyderabad Region,Nalgonda Division,Panthangi B.O,508252,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.2489865,78.9578813
Telangana Circle,Hyderabad Region,Nalgonda Division,Tangedapalli B.O,508252,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.274566,78.7969441
Telangana Circle,Hyderabad Region,Nalgonda Division,Sangam B.O,508252,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3621866,78.9321319
Telangana Circle,Hyderabad Region,Khammam Division,Kamalapuram B.O,507210,BO,Delivery,MAHABUBABAD,TELANGANA,17.4879726,80.1428113
Telangana Circle,Hyderabad Region,Khammam Division,Ponnekal B.O,507210,BO,Delivery,MAHABUBABAD,TELANGANA,17.4879696,80.1428143
Telangana Circle,Hyderabad Region,Khammam Division,Seripuram,507210,BO,Delivery,MAHABUBABAD,TELANGANA,17.526119,80.18227
Telangana Circle,Hyderabad Region,Hanamkonda Division,Gollabudharam B.O,506169,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.4371191,80.0453662
Telangana Circle,Hyderabad Region,Hanamkonda Division,Tekumatla B.O,506356,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.3846974,79.6347
Telangana Circle,Hyderabad Region,Hanamkonda Division,Mylaram B.O,506345,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.3048447,79.8243378
Telangana Circle,Hyderabad Region,Adilabad Division,Waddial B.O,504106,BO,Delivery,Nirmal,TELANGANA,19.0964117,78.342975
Telangana Circle,Hyderabad Region,Adilabad Division,Yellapalli B.O,504106,BO,Delivery,Nirmal,TELANGANA,19.0964117,78.342975
Telangana Circle,Hyderabad Region,Peddapalli Division,Cherlabuthkur B.O,505186,BO,Delivery,KARIMNAGAR,TELANGANA,18.5028574,79.2043997
Telangana Circle,Hyderabad Region,Peddapalli Division,Jupaka B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,18.2176584,79.4526303
Telangana Circle,Hyderabad Region,Peddapalli Division,Papaiahpalli B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,18.1859251,79.4174202
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Gouraram B.O,509350,BO,Delivery,VIKARABAD,TELANGANA,17.0925067,77.7278605
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kudirmalla B.O,509350,BO,Delivery,VIKARABAD,TELANGANA,17.0236999,77.635938
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kothur B.O,509338,BO,Delivery,VIKARABAD,TELANGANA,17.15159,77.6940783
Telangana Circle,Hyderabad Region,Suryapet Division,Aitipamula B.O,508205,BO,Delivery,NALGONDA,TELANGANA,17.169945,79.3601629
Telangana Circle,Hyderabad Region,Suryapet Division,Bollepally B.O,508205,BO,Delivery,NALGONDA,TELANGANA,17.1259765,79.3443046
Telangana Circle,Hyderabad Region,Suryapet Division,Chandanapally B.O,508205,BO,Delivery,NALGONDA,TELANGANA,17.0898609,79.3286713
Telangana Circle,Hyderabad Region,Suryapet Division,Parada B.O,508205,BO,Delivery,NALGONDA,TELANGANA,17.2197975,79.2826356
Telangana Circle,Hyderabad Region,Suryapet Division,Chandupatla B.O,508211,BO,Delivery,NALGONDA,TELANGANA,17.1285066,79.4451451
Telangana Circle,Hyderabad Region,Suryapet Division,Gorankalapally B.O,508211,BO,Delivery,NALGONDA,TELANGANA,17.0900198,79.4278109
Telangana Circle,Hyderabad Region,Suryapet Division,Suraram B.O,508211,BO,Delivery,NALGONDA,TELANGANA,17.1038436,79.35591
Telangana Circle,Hyderabad Region,Suryapet Division,Tatikal B.O,508211,BO,Delivery,NALGONDA,TELANGANA,17.1435711,79.3930551
Telangana Circle,Hyderabad Region,Suryapet Division,Gudivada B.O,508211,BO,Delivery,NALGONDA,TELANGANA,17.2050952,79.4827207
Telangana Circle,Hyderabad Region,Suryapet Division,Thungathurthy B.O,508211,BO,Delivery,NALGONDA,TELANGANA,17.1114933,79.5287246
Telangana Circle,Hyderabad Region,Suryapet Division,Gurajala B.O,508210,BO,Delivery,NALGONDA,TELANGANA,17.336349,79.3721049
Telangana Circle,Hyderabad Region,Suryapet Division,Manimadde B.O,508210,BO,Delivery,NALGONDA,TELANGANA,17.348308,79.3404577
Telangana Circle,Hyderabad Region,Suryapet Division,Itukula Pahad B.O,508210,BO,Delivery,NALGONDA,TELANGANA,17.2724314,79.4774722
Telangana Circle,Hyderabad Region,Suryapet Division,Akaram B.O,508210,BO,Delivery,NALGONDA,TELANGANA,17.2772167,79.353865
Telangana Circle,Hyderabad Region,Nizamabad Division,Rampur B.O,503187,BO,Delivery,KAMAREDDY,TELANGANA,18.3211889,77.8511375
Telangana Circle,Hyderabad Region,Nizamabad Division,MAMIDIPALLI B.O,503003,BO,Delivery,NIZAMABAD,TELANGANA,18.7770697,78.2959965
Telangana Circle,Hyderabad Region,Nizamabad Division,MANIKBHANDAR B.O,503003,BO,Delivery,NIZAMABAD,TELANGANA,18.7108716,78.1366766
Telangana Circle,Hyderabad Region,Nalgonda Division,Regatta B.O,508255,BO,Delivery,NALGONDA,TELANGANA,16.9818772,79.0603693
Telangana Circle,Hyderabad Region,Nalgonda Division,Gundrepalli B.O,508255,BO,Delivery,NALGONDA,TELANGANA,16.9818772,79.0603689
Telangana Circle,Hyderabad Region,Nalgonda Division,Somavaram B.O,508105,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.7337,78.995885
Telangana Circle,Hyderabad Region,Nalgonda Division,Begampet B.O,508105,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.7070066,78.8881416
Telangana Circle,Hyderabad Region,Nalgonda Division,Challoor B.O,508105,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.6831,78.9260316
Telangana Circle,Hyderabad Region,Nalgonda Division,Doodi Venkatapuram B.O,508105,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.7012166,78.9742699
Telangana Circle,Hyderabad Region,Nalgonda Division,Gouraipalli B.O,508105,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.667485,78.94829
Telangana Circle,Hyderabad Region,Nalgonda Division,Rajapet B.O,508105,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.7326083,78.9202466
Telangana Circle,Hyderabad Region,Nalgonda Division,Bhogavaram B.O,508113,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3039694,79.0745348
Telangana Circle,Hyderabad Region,Nalgonda Division,Kakkireni B.O,508113,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3039063,79.2037237
Telangana Circle,Hyderabad Region,Nalgonda Division,Munipampla B.O,508113,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3199965,79.1524959
Telangana Circle,Hyderabad Region,Nalgonda Division,Shobhanadripuram B.O,508113,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3495166,79.093925
Telangana Circle,Hyderabad Region,Nalgonda Division,Yennaram B.O,508113,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.2954918,79.1658424
Telangana Circle,Hyderabad Region,Nalgonda Division,Dubbaka B.O,508113,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.3039694,79.0745348
Telangana Circle,Hyderabad Region,Nalgonda Division,Anajipur B.O,508285,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,17.4594077,78.9037236
Telangana Circle,Hyderabad Region,Hanamkonda Division,Dharmaram B.O,506367,BO,Delivery,SIDDIPET,TELANGANA,17.9025628,79.0569936
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Marlabeed B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.2376246,77.7919673
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Oppair B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.2376272,77.7919643
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Pagunta B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.2831462,77.5519883
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Pathapalem B.O,509133,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.2717862,77.6080376
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Bonkur B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9209415,77.9583086
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Dharmavaram B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0575904,77.939969
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Kalakuntla B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9337681,77.8999103
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Korvipad B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.8983717,77.9197392
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Vallur B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0146453,77.899683
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Vemula B.O,509128,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0600833,77.8923924
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Thummala Chervu B.O,509132,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.1953315,77.6144425
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Yelkur B.O,509132,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,16.0972489,77.7606593
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Konkal B.O,509126,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9506816,77.79822
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Peddatandrapad B.O,509126,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.8909545,77.7741349
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Julaikal B.O,509126,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.963279,77.8019535
Telangana Circle,Hyderabad Region,Mahabubnagar Division,Itkyalapad B.O,509153,BO,Delivery,JOGULAMBA GADWAL,TELANGANA,15.9683376,77.9936735
Telangana Circle,Hyderabad Region,Khammam Division,Mallaram B.O,507169,BO,Delivery,KHAMMAM,TELANGANA,18.0609794,80.6857373
Telangana Circle,Hyderabad Region,Khammam Division,Pedamandava B.O,507169,BO,Delivery,KHAMMAM,TELANGANA,17.058522,80.1240064
Telangana Circle,Hyderabad Region,Khammam Division,Vallabhi B.O,507169,BO,Delivery,KHAMMAM,TELANGANA,17.0367341,80.0677613
Telangana Circle,Hyderabad Region,Khammam Division,Chinamandava B.O,507208,BO,Delivery,KHAMMAM,TELANGANA,17.1246912,80.2084153
Telangana Circle,Hyderabad Region,Khammam Division,Kodumuru B.O,507208,BO,Delivery,KHAMMAM,TELANGANA,17.15535,80.2164
Telangana Circle,Hyderabad Region,Khammam Division,Patharlapahad B.O,507208,BO,Delivery,KHAMMAM,TELANGANA,17.1246922,80.2084143
Telangana Circle,Hyderabad Region,Khammam Division,Ramakrishnapuram B.O,507208,BO,Delivery,KHAMMAM,TELANGANA,17.2007355,80.4907135
Telangana Circle,Hyderabad Region,Khammam Division,Repallewada B.O,507208,BO,Delivery,KHAMMAM,TELANGANA,17.1246902,80.2084163
Telangana Circle,Hyderabad Region,Khammam Division,Koyachelaka B.O,507002,BO,Delivery,KHAMMAM,TELANGANA,17.35365,80.2164
Telangana Circle,Hyderabad Region,Khammam Division,Tekulapalli B.O,507002,BO,Delivery,KHAMMAM,TELANGANA,17.2509014,80.1756491
Telangana Circle,Hyderabad Region,Khammam Division,Arikayalapadu B.O,507168,BO,Delivery,KHAMMAM,TELANGANA,17.3309859,80.4402884
Telangana Circle,Hyderabad Region,Khammam Division,Jannaram B.O,507168,BO,Delivery,KHAMMAM,TELANGANA,17.3757,80.45225
Telangana Circle,Hyderabad Region,Khammam Division,Timmaraopeta B.O,507168,BO,Delivery,KHAMMAM,TELANGANA,17.3309849,80.4402894
Telangana Circle,Hyderabad Region,Khammam Division,Gollapahad B.O,507003,BO,Delivery,KHAMMAM,TELANGANA,17.2472628,80.1514347
Telangana Circle,Hyderabad Region,Khammam Division,Gudurpahad B.O,507003,BO,Delivery,KHAMMAM,TELANGANA,17.2472628,80.1514347
Telangana Circle,Hyderabad Region,Khammam Division,Venkatagiri B.O,507003,BO,Delivery,KHAMMAM,TELANGANA,17.1982549,80.1222595
Telangana Circle,Hyderabad Region,Khammam Division,Ammapeta B.O,507158,BO,Delivery,KHAMMAM,TELANGANA,17.1498451,80.066057
Telangana Circle,Hyderabad Region,Khammam Division,Mallannapalem B.O,507158,BO,Delivery,KHAMMAM,TELANGANA,17.1498501,80.066052
Telangana Circle,Hyderabad Region,Khammam Division,Venkatapuram B.O,507158,BO,Delivery,KHAMMAM,TELANGANA,17.1613538,80.0757887
Telangana Circle,Hyderabad Region,Khammam Division,Chandrupatla B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.1920978,80.5505656
Telangana Circle,Hyderabad Region,Khammam Division,Peruvancha B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.20001,80.54999
Telangana Circle,Hyderabad Region,Khammam Division,Yerraboinapalli B.O,507209,BO,Delivery,KHAMMAM,TELANGANA,17.200015,80.549985
Telangana Circle,Hyderabad Region,Khammam Division,Vennavalli,507209,BO,Delivery,KHAMMAM,TELANGANA,17.2133,80.595
Telangana Circle,Hyderabad Region,Khammam Division,Chimalapahad B.O,507122,BO,Delivery,KHAMMAM,TELANGANA,17.4827,80.30275
Telangana Circle,Hyderabad Region,Khammam Division,Singareni B.O,507122,BO,Delivery,KHAMMAM,TELANGANA,17.5162059,80.2797987
Telangana Circle,Hyderabad Region,Khammam Division,Tadakalapudi B.O,507122,BO,Delivery,KHAMMAM,TELANGANA,17.4827,80.30275
Telangana Circle,Hyderabad Region,Khammam Division,Govindarala B.O,507182,BO,Delivery,KHAMMAM,TELANGANA,17.78361,81.0833
Telangana Circle,Hyderabad Region,Khammam Division,Kothalingala B.O,507182,BO,Delivery,KHAMMAM,TELANGANA,17.78361,81.0833
Telangana Circle,Hyderabad Region,Khammam Division,Keptainbanjar,507182,BO,Delivery,KHAMMAM,TELANGANA,17.349201,80.287879
Telangana Circle,Hyderabad City Region,Sangareddy Division,Mannapur B.O,502221,BO,Delivery,SANGAREDDY,TELANGANA,16.2376286,77.7919658
Telangana Circle,Hyderabad City Region,Secunderabad Division,Mallampet BO,500090,BO,Delivery,MEDCHAL MALKAJGIRI,TELANGANA,17.550218,78.335861
Telangana Circle,Hyderabad City Region,Hyderabad South East Division,CRP Camp B.O,500005,BO,Non Delivery,HYDERABAD,TELANGANA,17.32611111,78.45616667
Telangana Circle,Hyderabad Region,Nalgonda Division,Narmata B.O,508255,BO,Delivery,NALGONDA,TELANGANA,16.981877,79.0603692
Telangana Circle,Hyderabad Region,Nalgonda Division,Gadiagouraram B.O,508250,BO,Delivery,NALGONDA,TELANGANA,16.837653,78.8540333
Telangana Circle,Hyderabad Region,Nalgonda Division,Injamur B.O,508250,BO,Delivery,NALGONDA,TELANGANA,16.8542706,78.8135016
Telangana Circle,Hyderabad Region,Nalgonda Division,Sivaneniguda B.O,508114,BO,Delivery,NALGONDA,TELANGANA,17.2571729,79.1279129
Telangana Circle,Hyderabad Region,Nalgonda Division,Yelkatta B.O,508114,BO,Delivery,NALGONDA,TELANGANA,17.1633087,79.1041161
Telangana Circle,Hyderabad Region,Nalgonda Division,Gundrampalli B.O,508114,BO,Delivery,NALGONDA,TELANGANA,17.2334356,78.985039
Telangana Circle,Hyderabad Region,Nalgonda Division,Chitriala B.O,508248,BO,Delivery,NALGONDA,TELANGANA,16.7512,78.2461
Telangana Circle,Hyderabad Region,Nalgonda Division,Iddampalli B.O,508248,BO,Delivery,NALGONDA,TELANGANA,16.7328208,78.780292
Telangana Circle,Hyderabad Region,Nalgonda Division,Perval B.O,508248,BO,Delivery,NALGONDA,TELANGANA,16.7725,78.9615
Telangana Circle,Hyderabad Region,Nalgonda Division,Tadkol B.O,508248,BO,Delivery,NALGONDA,TELANGANA,16.6501371,78.8608878
Telangana Circle,Hyderabad Region,Adilabad Division,Annaram B.O,504201,BO,Delivery,MANCHERIAL,TELANGANA,19.1825422,79.5406737
Telangana Circle,Hyderabad Region,Adilabad Division,Pokkur B.O,504201,BO,Delivery,MANCHERIAL,TELANGANA,18.85585,79.800873
Telangana Circle,Hyderabad Region,Adilabad Division,Ullipittadorli B.O,504294,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,19.2325257,79.2394761
Telangana Circle,Hyderabad Region,Adilabad Division,Lingapur B.O,504206,BO,Delivery,MANCHERIAL,TELANGANA,18.9922806,79.1552013
Telangana Circle,Hyderabad Region,Adilabad Division,Tapalpur B.O,504206,BO,Delivery,MANCHERIAL,TELANGANA,18.9922806,79.1552013
Telangana Circle,Hyderabad Region,Adilabad Division,Madaripeta B.O,504206,BO,Delivery,MANCHERIAL,TELANGANA,18.9922806,79.1552013
Telangana Circle,Hyderabad Region,Adilabad Division,Namnoor B.O,504207,BO,Delivery,MANCHERIAL,TELANGANA,18.8443033,79.3479638
Telangana Circle,Hyderabad Region,Adilabad Division,Gollakota B.O,504207,BO,Delivery,MANCHERIAL,TELANGANA,18.8755876,79.2803498
Telangana Circle,Hyderabad Region,Adilabad Division,Karnamamidi B.O,504207,BO,Delivery,MANCHERIAL,TELANGANA,18.833807,79.2930311
Telangana Circle,Hyderabad Region,Adilabad Division,Kistapur B.O,504205,BO,Delivery,MANCHERIAL,TELANGANA,19.1194337,78.9942816
Telangana Circle,Hyderabad Region,Adilabad Division,Badampalli B.O,504205,BO,Delivery,MANCHERIAL,TELANGANA,19.1188949,78.9989734
Telangana Circle,Hyderabad Region,Adilabad Division,Mulmadag B.O,504205,BO,Delivery,MANCHERIAL,TELANGANA,19.1188949,78.9989734
Telangana Circle,Hyderabad Region,Adilabad Division,Nakkalapalli B.O,504214,BO,Delivery,MANCHERIAL,TELANGANA,19.0384964,79.7455956
Telangana Circle,Hyderabad Region,Adilabad Division,Chandaram B.O,504215,BO,Delivery,MANCHERIAL,TELANGANA,19.0504614,78.5121285
Telangana Circle,Hyderabad Region,Adilabad Division,Gudem B.O,504215,BO,Delivery,MANCHERIAL,TELANGANA,18.9051333,79.1710785
Telangana Circle,Hyderabad Region,Adilabad Division,Venkatraopet B.O,504215,BO,Delivery,MANCHERIAL,TELANGANA,18.8754757,79.2028155
Telangana Circle,Hyderabad Region,Peddapalli Division,Rampur B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,18.2112881,79.427788
Telangana Circle,Hyderabad Region,Peddapalli Division,Singapur B.O,505498,BO,Delivery,KARIMNAGAR,TELANGANA,18.2410431,79.3681596
Telangana Circle,Hyderabad Region,Peddapalli Division,Machanpalli B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,18.2774803,79.4473105
Telangana Circle,Hyderabad Region,Peddapalli Division,Bedgal B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,18.3089186,79.3972325
Telangana Circle,Hyderabad Region,Peddapalli Division,Vennampalli B.O,505490,BO,Delivery,KARIMNAGAR,TELANGANA,18.2449533,79.321045
Telangana Circle,Hyderabad Region,Peddapalli Division,Kannapur B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,18.3353916,79.3299316
Telangana Circle,Hyderabad Region,Peddapalli Division,Kachapur B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,18.3281216,79.3608
Telangana Circle,Hyderabad Region,Peddapalli Division,Challur B.O,505505,BO,Delivery,KARIMNAGAR,TELANGANA,18.4148583,79.3524933
Telangana Circle,Hyderabad Region,Peddapalli Division,Mamidalapalli B.O,505505,BO,Delivery,KARIMNAGAR,TELANGANA,18.4205433,79.3339333
